0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000003,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000003,0.000004,0.000004,0.000004,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000006,0.000006,0.000006,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000004,0.000004,0.000004,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,0.000003,0.000003,0.000003,0.000004,0.000004,0.000005,0.000005,0.000005,0.000006,0.000006,0.000006,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000006,0.000006,0.000006,0.000005,0.000005,0.000005,0.000004,0.000004,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000003,0.000004,0.000004,0.000004,0.000005,0.000006,0.000006,0.000007,0.000007,0.000008,0.000008,0.000008,0.000009,0.000009,0.000009,0.000010,0.000010,0.000010,0.000010,0.000010,0.000009,0.000009,0.000009,0.000008,0.000008,0.000008,0.000007,0.000007,0.000006,0.000006,0.000005,0.000004,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000003,0.000004,0.000004,0.000005,0.000005,0.000006,0.000007,0.000007,0.000008,0.000009,0.000009,0.000010,0.000011,0.000011,0.000012,0.000012,0.000012,0.000013,0.000013,0.000013,0.000013,0.000013,0.000012,0.000012,0.000012,0.000011,0.000011,0.000010,0.000009,0.000009,0.000008,0.000007,0.000007,0.000006,0.000005,0.000005,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000003,0.000004,0.000005,0.000005,0.000006,0.000007,0.000008,0.000009,0.000009,0.000010,0.000011,0.000012,0.000013,0.000014,0.000015,0.000015,0.000016,0.000016,0.000016,0.000017,0.000017,0.000017,0.000016,0.000016,0.000016,0.000015,0.000015,0.000014,0.000013,0.000012,0.000011,0.000010,0.000009,0.000009,0.000008,0.000007,0.000006,0.000005,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000003,0.000004,0.000004,0.000005,0.000006,0.000007,0.000008,0.000009,0.000010,0.000011,0.000012,0.000013,0.000015,0.000016,0.000017,0.000018,0.000019,0.000020,0.000020,0.000021,0.000021,0.000022,0.000022,0.000022,0.000021,0.000021,0.000020,0.000020,0.000019,0.000018,0.000017,0.000016,0.000015,0.000013,0.000012,0.000011,0.000010,0.000009,0.000008,0.000007,0.000006,0.000005,0.000004,0.000004,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000003,0.000004,0.000005,0.000006,0.000007,0.000008,0.000009,0.000010,0.000011,0.000013,0.000014,0.000016,0.000017,0.000019,0.000020,0.000022,0.000023,0.000024,0.000025,0.000026,0.000027,0.000027,0.000028,0.000028,0.000028,0.000027,0.000027,0.000026,0.000025,0.000024,0.000023,0.000022,0.000020,0.000019,0.000017,0.000016,0.000014,0.000013,0.000011,0.000010,0.000009,0.000008,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000004,0.000005,0.000006,0.000007,0.000008,0.000010,0.000011,0.000013,0.000014,0.000016,0.000018,0.000020,0.000022,0.000024,0.000026,0.000027,0.000029,0.000031,0.000032,0.000033,0.000034,0.000035,0.000035,0.000035,0.000035,0.000035,0.000034,0.000033,0.000032,0.000031,0.000029,0.000027,0.000026,0.000024,0.000022,0.000020,0.000018,0.000016,0.000014,0.000013,0.000011,0.000010,0.000008,0.000007,0.000006,0.000005,0.000004,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000005,0.000005,0.000006,0.000008,0.000009,0.000011,0.000012,0.000014,0.000016,0.000018,0.000020,0.000023,0.000025,0.000028,0.000030,0.000032,0.000035,0.000037,0.000039,0.000040,0.000042,0.000043,0.000044,0.000045,0.000045,0.000045,0.000044,0.000043,0.000042,0.000040,0.000039,0.000037,0.000035,0.000032,0.000030,0.000028,0.000025,0.000023,0.000020,0.000018,0.000016,0.000014,0.000012,0.000011,0.000009,0.000008,0.000006,0.000005,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000007,0.000008,0.000010,0.000011,0.000013,0.000015,0.000018,0.000020,0.000023,0.000026,0.000029,0.000032,0.000035,0.000038,0.000041,0.000043,0.000046,0.000049,0.000051,0.000053,0.000054,0.000055,0.000056,0.000056,0.000056,0.000055,0.000054,0.000053,0.000051,0.000049,0.000046,0.000043,0.000041,0.000038,0.000035,0.000032,0.000029,0.000026,0.000023,0.000020,0.000018,0.000015,0.000013,0.000011,0.000010,0.000008,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000007,0.000008,0.000010,0.000012,0.000014,0.000017,0.000019,0.000022,0.000025,0.000028,0.000032,0.000035,0.000039,0.000043,0.000047,0.000050,0.000054,0.000057,0.000060,0.000063,0.000065,0.000067,0.000069,0.000069,0.000070,0.000069,0.000069,0.000067,0.000065,0.000063,0.000060,0.000057,0.000054,0.000050,0.000047,0.000043,0.000039,0.000035,0.000032,0.000028,0.000025,0.000022,0.000019,0.000017,0.000014,0.000012,0.000010,0.000008,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000007,0.000009,0.000010,0.000012,0.000015,0.000017,0.000020,0.000024,0.000027,0.000031,0.000035,0.000039,0.000044,0.000048,0.000053,0.000058,0.000062,0.000067,0.000071,0.000074,0.000078,0.000081,0.000083,0.000085,0.000086,0.000086,0.000086,0.000085,0.000083,0.000081,0.000078,0.000074,0.000071,0.000067,0.000062,0.000058,0.000053,0.000048,0.000044,0.000039,0.000035,0.000031,0.000027,0.000024,0.000020,0.000017,0.000015,0.000012,0.000010,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000007,0.000009,0.000011,0.000013,0.000015,0.000018,0.000021,0.000025,0.000029,0.000033,0.000038,0.000043,0.000048,0.000054,0.000059,0.000065,0.000071,0.000076,0.000082,0.000087,0.000091,0.000095,0.000099,0.000102,0.000104,0.000105,0.000105,0.000105,0.000104,0.000102,0.000099,0.000095,0.000091,0.000087,0.000082,0.000076,0.000071,0.000065,0.000059,0.000054,0.000048,0.000043,0.000038,0.000033,0.000029,0.000025,0.000021,0.000018,0.000015,0.000013,0.000011,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000007,0.000009,0.000011,0.000013,0.000016,0.000019,0.000022,0.000026,0.000030,0.000035,0.000040,0.000046,0.000052,0.000058,0.000065,0.000072,0.000079,0.000086,0.000093,0.000099,0.000105,0.000111,0.000116,0.000120,0.000123,0.000126,0.000127,0.000128,0.000127,0.000126,0.000123,0.000120,0.000116,0.000111,0.000105,0.000099,0.000093,0.000086,0.000079,0.000072,0.000065,0.000058,0.000052,0.000046,0.000040,0.000035,0.000030,0.000026,0.000022,0.000019,0.000016,0.000013,0.000011,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000003,0.000004,0.000005,0.000007,0.000008,0.000010,0.000013,0.000016,0.000019,0.000022,0.000027,0.000031,0.000037,0.000042,0.000049,0.000055,0.000063,0.000070,0.000079,0.000087,0.000095,0.000103,0.000112,0.000119,0.000127,0.000134,0.000140,0.000145,0.000149,0.000152,0.000154,0.000154,0.000154,0.000152,0.000149,0.000145,0.000140,0.000134,0.000127,0.000119,0.000112,0.000103,0.000095,0.000087,0.000079,0.000070,0.000063,0.000055,0.000049,0.000042,0.000037,0.000031,0.000027,0.000022,0.000019,0.000016,0.000013,0.000010,0.000008,0.000007,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
